,x_avg_pixel,amostras,proporção,higher_than_threshold
38281,0.8824831,original,0.3,1.0
38282,0.18760343,original,0.3,0.0
38283,0.8018459,original,0.3,1.0
38284,0.092765786,original,0.3,0.0
38285,0.19855623,original,0.3,0.0
38286,0.11969976,original,0.3,0.0
38287,0.17366728,original,0.3,0.0
38288,0.17180607,original,0.3,0.0
38289,0.09680607,original,0.3,0.0
38290,0.11252681,original,0.3,0.0
38291,0.10104549,original,0.3,0.0
38292,0.7887217,original,0.3,1.0
38293,0.14935662,original,0.3,0.0
38294,0.07765395,original,0.3,0.0
38295,0.8726831,original,0.3,1.0
38296,0.15198758,original,0.3,0.0
38297,0.062228095,original,0.3,0.0
38298,0.1240043,original,0.3,0.0
38299,0.080177695,original,0.3,0.0
38300,0.8860256,original,0.3,1.0
38301,0.8343942,original,0.3,1.0
38302,0.11676241,original,0.3,0.0
38303,0.14693245,original,0.3,0.0
38304,0.115789674,original,0.3,0.0
38305,0.14791667,original,0.3,0.0
38306,0.14101946,original,0.3,0.0
38307,0.12829733,original,0.3,0.0
38308,0.9042279,original,0.3,1.0
38309,0.85706955,original,0.3,1.0
38310,0.09993873,original,0.3,0.0
38311,0.12869179,original,0.3,0.0
38312,0.9323989,original,0.3,1.0
38313,0.7893344,original,0.3,1.0
38314,0.15958562,original,0.3,0.0
38315,0.11597733,original,0.3,0.0
38316,0.09880133,original,0.3,0.0
38317,0.057992496,original,0.3,0.0
38318,0.12894072,original,0.3,0.0
38319,0.9039599,original,0.3,1.0
38320,0.21474802,original,0.3,0.0
38321,0.91859686,original,0.3,1.0
38322,0.1528799,original,0.3,0.0
38323,0.08988205,original,0.3,0.0
38324,0.05214461,original,0.3,0.0
38325,0.06975337,original,0.3,0.0
38326,0.9525046,original,0.3,1.0
38327,0.3023629,original,0.3,0.0
38328,0.12841989,original,0.3,0.0
38329,0.13726257,original,0.3,0.0
38330,0.11438036,original,0.3,0.0
38331,0.116957724,original,0.3,0.0
38332,0.08025429,original,0.3,0.0
38333,0.13651961,original,0.3,0.0
38334,0.18970971,original,0.3,0.0
38335,0.84291905,original,0.3,1.0
38336,0.111948535,original,0.3,0.0
38337,0.15188801,original,0.3,0.0
38338,0.8954236,original,0.3,1.0
38339,0.09406021,original,0.3,0.0
38340,0.14082032,original,0.3,0.0
38341,0.12045419,original,0.3,0.0
38342,0.0842065,original,0.3,0.0
38343,0.8926394,original,0.3,1.0
38344,0.12604932,original,0.3,0.0
38345,0.067252606,original,0.3,0.0
38346,0.75606614,original,0.3,1.0
38347,0.049306836,original,0.3,0.0
38348,0.8432253,original,0.3,1.0
38349,0.85685897,original,0.3,1.0
38350,0.15284927,original,0.3,0.0
38351,0.81822914,original,0.3,1.0
38352,0.09645757,original,0.3,0.0
38353,0.10827972,original,0.3,0.0
38354,0.1596201,original,0.3,0.0
38355,0.07264093,original,0.3,0.0
38356,0.050631892,original,0.3,0.0
38357,0.8713848,original,0.3,1.0
38358,0.14870559,original,0.3,0.0
38359,0.12766545,original,0.3,0.0
38360,0.077799484,original,0.3,0.0
38361,0.13832721,original,0.3,0.0
38362,0.1316368,original,0.3,0.0
38363,0.09335555,original,0.3,0.0
38364,0.16559437,original,0.3,0.0
38365,0.8326095,original,0.3,1.0
38366,0.096633725,original,0.3,0.0
38367,0.11770833,original,0.3,0.0
38368,0.8310355,original,0.3,1.0
38369,0.87296647,original,0.3,1.0
38370,0.8858264,original,0.3,1.0
38371,0.18121937,original,0.3,0.0
38372,0.15416282,original,0.3,0.0
38373,0.09045651,original,0.3,0.0
38374,0.13320696,original,0.3,0.0
38375,0.1662952,original,0.3,0.0
38376,0.93113136,original,0.3,1.0
38377,0.11829428,original,0.3,0.0
38378,0.15023746,original,0.3,0.0
38379,0.14073989,original,0.3,0.0
38380,0.12565488,original,0.3,0.0
38381,0.08937653,original,0.3,0.0
38382,0.875226,original,0.3,1.0
38383,0.14827283,original,0.3,0.0
38384,0.16163068,original,0.3,0.0
38385,0.1941253,original,0.3,0.0
38386,0.17200904,original,0.3,0.0
38387,0.09392999,original,0.3,0.0
38388,0.8483609,original,0.3,1.0
38389,0.08465074,original,0.3,0.0
38390,0.09192325,original,0.3,0.0
38391,0.11961167,original,0.3,0.0
38392,0.87375534,original,0.3,1.0
38393,0.16215916,original,0.3,0.0
38394,0.1784888,original,0.3,0.0
38395,0.8478631,original,0.3,1.0
38396,0.945504,original,0.3,1.0
38397,0.20063955,original,0.3,0.0
38398,0.12920113,original,0.3,0.0
38399,0.08058365,original,0.3,0.0
38400,0.9018191,original,0.3,1.0
38401,0.08821232,original,0.3,0.0
38402,0.880193,original,0.3,1.0
38403,0.93075216,original,0.3,1.0
38404,0.21909468,original,0.3,0.0
38405,0.904745,original,0.3,1.0
38406,0.14633119,original,0.3,0.0
38407,0.15262331,original,0.3,0.0
38408,0.9249273,original,0.3,1.0
38409,0.12992495,original,0.3,0.0
38410,0.88976717,original,0.3,1.0
38411,0.9041398,original,0.3,1.0
38412,0.1902765,original,0.3,0.0
38413,0.06966146,original,0.3,0.0
38414,0.14901963,original,0.3,0.0
38415,0.08167127,original,0.3,0.0
38416,0.77536386,original,0.3,1.0
38417,0.84867877,original,0.3,1.0
38418,0.21554841,original,0.3,0.0
38419,0.84957874,original,0.3,1.0
38420,0.783701,original,0.3,1.0
38421,0.14163604,original,0.3,0.0
38422,0.08151042,original,0.3,0.0
38423,0.16769685,original,0.3,0.0
38424,0.895998,original,0.3,1.0
38425,0.8951938,original,0.3,1.0
38426,0.91552544,original,0.3,1.0
38427,0.9012294,original,0.3,1.0
38428,0.19562654,original,0.3,0.0
38429,0.87256813,original,0.3,1.0
38430,0.8601179,original,0.3,1.0
38431,0.18382737,original,0.3,0.0
38432,0.30076978,original,0.3,0.0
38433,0.09397978,original,0.3,0.0
38434,0.8875651,original,0.3,1.0
38435,0.21576287,original,0.3,0.0
38436,0.13943398,original,0.3,0.0
38437,0.83869874,original,0.3,1.0
38438,0.10380285,original,0.3,0.0
38439,0.18478477,original,0.3,0.0
38440,0.10474878,original,0.3,0.0
38441,0.12304689,original,0.3,0.0
38442,0.15660615,original,0.3,0.0
38443,0.9165786,original,0.3,1.0
38444,0.14081648,original,0.3,0.0
38445,0.20115654,original,0.3,0.0
38446,0.107598044,original,0.3,0.0
38447,0.8771752,original,0.3,1.0
38448,0.066547945,original,0.3,0.0
38449,0.7921186,original,0.3,1.0
38450,0.1064185,original,0.3,0.0
38451,0.090230554,original,0.3,0.0
38452,0.14060587,original,0.3,0.0
38453,0.13285464,original,0.3,0.0
38454,0.870795,original,0.3,1.0
38455,0.11707644,original,0.3,0.0
38456,0.90623087,original,0.3,1.0
38457,0.84993875,original,0.3,1.0
38458,0.90253913,original,0.3,1.0
38459,0.8398399,original,0.3,1.0
38460,0.07295114,original,0.3,0.0
38461,0.13303463,original,0.3,0.0
38462,0.17815182,original,0.3,0.0
38463,0.07912072,original,0.3,0.0
38464,0.14159775,original,0.3,0.0
38465,0.08592218,original,0.3,0.0
38466,0.83809364,original,0.3,1.0
38467,0.15477942,original,0.3,0.0
38468,0.13701746,original,0.3,0.0
38469,0.14991958,original,0.3,0.0
38470,0.13574219,original,0.3,0.0
38471,0.14626992,original,0.3,0.0
38472,0.12025888,original,0.3,0.0
38473,0.089529715,original,0.3,0.0
38474,0.09960172,original,0.3,0.0
38475,0.8456227,original,0.3,1.0
38476,0.90981156,original,0.3,1.0
38477,0.8410004,original,0.3,1.0
38478,0.10664829,original,0.3,0.0
38479,0.89066714,original,0.3,1.0
38480,0.22210479,original,0.3,0.0
38481,0.15019915,original,0.3,0.0
38482,0.8571998,original,0.3,1.0
38483,0.8692517,original,0.3,1.0
38484,0.2199755,original,0.3,0.0
38485,0.10056296,original,0.3,0.0
38486,0.072537534,original,0.3,0.0
38487,0.15754442,original,0.3,0.0
38488,0.11462929,original,0.3,0.0
38489,0.8172794,original,0.3,1.0
38490,0.86639094,original,0.3,1.0
38491,0.12516852,original,0.3,0.0
38492,0.12464767,original,0.3,0.0
38493,0.08311121,original,0.3,0.0
38494,0.19477634,original,0.3,0.0
38495,0.10134804,original,0.3,0.0
38496,0.094619334,original,0.3,0.0
38497,0.15712318,original,0.3,0.0
38498,0.17150737,original,0.3,0.0
38499,0.22191711,original,0.3,0.0
38500,0.90464157,original,0.3,1.0
38501,0.07154565,original,0.3,0.0
38502,0.15621553,original,0.3,0.0
38503,0.10325905,original,0.3,0.0
38504,0.13152191,original,0.3,0.0
38505,0.11944316,original,0.3,0.0
38506,0.13205805,original,0.3,0.0
38507,0.14744179,original,0.3,0.0
38508,0.85489047,original,0.3,1.0
38509,0.15936734,original,0.3,0.0
38510,0.12200138,original,0.3,0.0
38511,0.09599419,original,0.3,0.0
38512,0.08084789,original,0.3,0.0
38513,0.06848193,original,0.3,0.0
38514,0.12406556,original,0.3,0.0
38515,0.104170494,original,0.3,0.0
38516,0.16300169,original,0.3,0.0
38517,0.9145719,original,0.3,1.0
38518,0.8873162,original,0.3,1.0
38519,0.102454804,original,0.3,0.0
38520,0.12521063,original,0.3,0.0
38521,0.12189798,original,0.3,0.0
38522,0.12597656,original,0.3,0.0
38523,0.13511029,original,0.3,0.0
38524,0.22997089,original,0.3,0.0
38525,0.0851754,original,0.3,0.0
38526,0.8612516,original,0.3,1.0
38527,0.8494217,original,0.3,1.0
38528,0.17629826,original,0.3,0.0
38529,0.9079657,original,0.3,1.0
38530,0.8657207,original,0.3,1.0
38531,0.8439607,original,0.3,1.0
38532,0.9489201,original,0.3,1.0
38533,0.06919424,original,0.3,0.0
38534,0.046223965,original,0.3,0.0
38535,0.115062036,original,0.3,0.0
38536,0.87502676,original,0.3,1.0
38537,0.14404106,original,0.3,0.0
38538,0.05288756,original,0.3,0.0
38539,0.13457797,original,0.3,0.0
38540,0.7837048,original,0.3,1.0
38541,0.076439954,original,0.3,0.0
38542,0.21470207,original,0.3,0.0
38543,0.8559054,original,0.3,1.0
38544,0.9208755,original,0.3,1.0
38545,0.15879673,original,0.3,0.0
38546,0.18018536,original,0.3,0.0
38547,0.1523629,original,0.3,0.0
38548,0.1510455,original,0.3,0.0
38549,0.10207185,original,0.3,0.0
38550,0.056246176,original,0.3,0.0
38551,0.22735526,original,0.3,0.0
38552,0.8124962,original,0.3,1.0
38553,0.16097578,original,0.3,0.0
38554,0.04539675,original,0.3,0.0
38555,0.8849993,original,0.3,1.0
38556,0.86578196,original,0.3,1.0
38557,0.088377,original,0.3,0.0
38558,0.19091606,original,0.3,0.0
38559,0.11092602,original,0.3,0.0
38560,0.23081723,original,0.3,0.0
38561,0.100344665,original,0.3,0.0
38562,0.86523825,original,0.3,1.0
38563,0.23237975,original,0.3,0.0
38564,0.097958796,original,0.3,0.0
38565,0.09384958,original,0.3,0.0
38566,0.096783094,original,0.3,0.0
38567,0.1445887,original,0.3,0.0
38568,0.075693175,original,0.3,0.0
38569,0.12485065,original,0.3,0.0
38570,0.9200674,original,0.3,1.0
38571,0.11521907,original,0.3,0.0
38572,0.09199219,original,0.3,0.0
38573,0.2274548,original,0.3,0.0
38574,0.850877,original,0.3,1.0
38575,0.8433325,original,0.3,1.0
38576,0.08877911,original,0.3,0.0
38577,0.92452896,original,0.3,1.0
38578,0.1171607,original,0.3,0.0
38579,0.08143383,original,0.3,0.0
38580,0.14705883,original,0.3,0.0
38581,0.099578746,original,0.3,0.0
38582,0.15512791,original,0.3,0.0
38583,0.16176471,original,0.3,0.0
38584,0.18697916,original,0.3,0.0
38585,0.091126695,original,0.3,0.0
38586,0.84746474,original,0.3,1.0
38587,0.90646064,original,0.3,1.0
38588,0.16687728,original,0.3,0.0
38589,0.8521485,original,0.3,1.0
38590,0.19700904,original,0.3,0.0
38591,0.17010188,original,0.3,0.0
38592,0.25907242,original,0.3,0.0
38593,0.121013336,original,0.3,0.0
38594,0.14003523,original,0.3,0.0
38595,0.18515244,original,0.3,0.0
38596,0.8635378,original,0.3,1.0
38597,0.8334827,original,0.3,1.0
38598,0.1121247,original,0.3,0.0
38599,0.097326905,original,0.3,0.0
38600,0.08175934,original,0.3,0.0
38601,0.8549825,original,0.3,1.0
38602,0.20136337,original,0.3,0.0
38603,0.12394302,original,0.3,0.0
38604,0.20514706,original,0.3,0.0
38605,0.09100414,original,0.3,0.0
38606,0.9049135,original,0.3,1.0
38607,0.10280715,original,0.3,0.0
38608,0.12737438,original,0.3,0.0
38609,0.93349415,original,0.3,1.0
38610,0.13404182,original,0.3,0.0
38611,0.92039675,original,0.3,1.0
38612,0.17154564,original,0.3,0.0
38613,0.7776118,original,0.3,1.0
38614,0.22941563,original,0.3,0.0
38615,0.89241344,original,0.3,1.0
38616,0.21751301,original,0.3,0.0
38617,0.11304763,original,0.3,0.0
38618,0.85407865,original,0.3,1.0
38619,0.06677773,original,0.3,0.0
38620,0.09163603,original,0.3,0.0
38621,0.22308518,original,0.3,0.0
38622,0.17778416,original,0.3,0.0
38623,0.1316368,original,0.3,0.0
38624,0.8978439,original,0.3,1.0
38625,0.19874771,original,0.3,0.0
38626,0.070557594,original,0.3,0.0
38627,0.116758585,original,0.3,0.0
38628,0.16044348,original,0.3,0.0
38629,0.11349955,original,0.3,0.0
38630,0.20945162,original,0.3,0.0
38631,0.10252757,original,0.3,0.0
38632,0.8487017,original,0.3,1.0
38633,0.0768076,original,0.3,0.0
38634,0.89233303,original,0.3,1.0
38635,0.11658242,original,0.3,0.0
38636,0.089028046,original,0.3,0.0
38637,0.09950215,original,0.3,0.0
38638,0.186443,original,0.3,0.0
38639,0.91813725,original,0.3,1.0
38640,0.078504145,original,0.3,0.0
38641,0.102416515,original,0.3,0.0
38642,0.8012217,original,0.3,1.0
38643,0.8950981,original,0.3,1.0
38644,0.09590993,original,0.3,0.0
38645,0.08978248,original,0.3,0.0
38646,0.74912304,original,0.3,1.0
38647,0.867513,original,0.3,1.0
38648,0.81022906,original,0.3,1.0
38649,0.06440334,original,0.3,0.0
38650,0.12948836,original,0.3,0.0
38651,0.12645528,original,0.3,0.0
38652,0.15662915,original,0.3,0.0
38653,0.17128524,original,0.3,0.0
38654,0.9018727,original,0.3,1.0
38655,0.06454504,original,0.3,0.0
38656,0.10058977,original,0.3,0.0
38657,0.14096968,original,0.3,0.0
38658,0.9128409,original,0.3,1.0
38659,0.103147976,original,0.3,0.0
38660,0.9030867,original,0.3,1.0
38661,0.20822994,original,0.3,0.0
38662,0.15019532,original,0.3,0.0
38663,0.11799556,original,0.3,0.0
38664,0.1343482,original,0.3,0.0
38665,0.09771369,original,0.3,0.0
38666,0.17663145,original,0.3,0.0
38667,0.09474954,original,0.3,0.0
38668,0.07003677,original,0.3,0.0
38669,0.19844516,original,0.3,0.0
38670,0.936669,original,0.3,1.0
38671,0.19049479,original,0.3,0.0
38672,0.8557828,original,0.3,1.0
38673,0.85304844,original,0.3,1.0
38674,0.91016775,original,0.3,1.0
38675,0.12262944,original,0.3,0.0
38676,0.08434437,original,0.3,0.0
38677,0.14015779,original,0.3,0.0
38678,0.8308134,original,0.3,1.0
38679,0.11154642,original,0.3,0.0
38680,0.15577511,original,0.3,0.0
38681,0.8554803,original,0.3,1.0
38682,0.1255285,original,0.3,0.0
38683,0.08872933,original,0.3,0.0
38684,0.17839308,original,0.3,0.0
38685,0.9116805,original,0.3,1.0
38686,0.19579121,original,0.3,0.0
38687,0.19110754,original,0.3,0.0
38688,0.08610217,original,0.3,0.0
38689,0.17398514,original,0.3,0.0
38690,0.18476947,original,0.3,0.0
38691,0.15695083,original,0.3,0.0
38692,0.91483617,original,0.3,1.0
38693,0.09032246,original,0.3,0.0
38694,0.92226946,original,0.3,1.0
38695,0.81065416,original,0.3,1.0
38696,0.10224418,original,0.3,0.0
38697,0.083712466,original,0.3,0.0
38698,0.102941185,original,0.3,0.0
38699,0.72182524,original,0.3,1.0
38700,0.13696386,original,0.3,0.0
38701,0.8967486,original,0.3,1.0
38702,0.16251531,original,0.3,0.0
38703,0.11599265,original,0.3,0.0
38704,0.7889936,original,0.3,1.0
38705,0.860432,original,0.3,1.0
38706,0.084899664,original,0.3,0.0
38707,0.86496633,original,0.3,1.0
38708,0.14801624,original,0.3,0.0
38709,0.13632047,original,0.3,0.0
38710,0.82894075,original,0.3,1.0
38711,0.18922335,original,0.3,0.0
38712,0.09720435,original,0.3,0.0
38713,0.17612974,original,0.3,0.0
38714,0.08565029,original,0.3,0.0
38715,0.8358035,original,0.3,1.0
38716,0.1852405,original,0.3,0.0
38717,0.1454657,original,0.3,0.0
38718,0.9070849,original,0.3,1.0
38719,0.8901999,original,0.3,1.0
38720,0.8485179,original,0.3,1.0
38721,0.13989353,original,0.3,0.0
38722,0.13483073,original,0.3,0.0
38723,0.11445313,original,0.3,0.0
38724,0.13287377,original,0.3,0.0
38725,0.13505284,original,0.3,0.0
38726,0.9328929,original,0.3,1.0
38727,0.15467219,original,0.3,0.0
38728,0.08700598,original,0.3,0.0
38729,0.9192555,original,0.3,1.0
38730,0.90280336,original,0.3,1.0
38731,0.22605318,original,0.3,0.0
38732,0.17569317,original,0.3,0.0
38733,0.86621475,original,0.3,1.0
38734,0.8962699,original,0.3,1.0
38735,0.089613974,original,0.3,0.0
38736,0.20432368,original,0.3,0.0
38737,0.8368873,original,0.3,1.0
38738,0.88451284,original,0.3,1.0
38739,0.811826,original,0.3,1.0
38740,0.09937578,original,0.3,0.0
38741,0.10979627,original,0.3,0.0
38742,0.90031403,original,0.3,1.0
38743,0.15066254,original,0.3,0.0
38744,0.87805986,original,0.3,1.0
38745,0.07756587,original,0.3,0.0
38746,0.16138174,original,0.3,0.0
38747,0.89003146,original,0.3,1.0
38748,0.9014093,original,0.3,1.0
38749,0.13744256,original,0.3,0.0
38750,0.12579657,original,0.3,0.0
38751,0.077608,original,0.3,0.0
38752,0.15783165,original,0.3,0.0
38753,0.095346965,original,0.3,0.0
38754,0.1839231,original,0.3,0.0
38755,0.88160235,original,0.3,1.0
38756,0.23012409,original,0.3,0.0
38757,0.8722656,original,0.3,1.0
38758,0.23361674,original,0.3,0.0
38759,0.7754404,original,0.3,1.0
38760,0.1834061,original,0.3,0.0
38761,0.08443245,original,0.3,0.0
38762,0.17973346,original,0.3,0.0
38763,0.8734643,original,0.3,1.0
38764,0.83994335,original,0.3,1.0
38765,0.10984605,original,0.3,0.0
38766,0.9024165,original,0.3,1.0
38767,0.14746478,original,0.3,0.0
38768,0.12987515,original,0.3,0.0
38769,0.87438726,original,0.3,1.0
38770,0.07792203,original,0.3,0.0
38771,0.114851415,original,0.3,0.0
38772,0.14982766,original,0.3,0.0
38773,0.07340304,original,0.3,0.0
38774,0.9392731,original,0.3,1.0
38775,0.092700675,original,0.3,0.0
38776,0.15431602,original,0.3,0.0
38777,0.12283241,original,0.3,0.0
38778,0.17480086,original,0.3,0.0
38779,0.18754596,original,0.3,0.0
38780,0.16092601,original,0.3,0.0
38781,0.8091223,original,0.3,1.0
38782,0.8199793,original,0.3,1.0
38783,0.104767926,original,0.3,0.0
38784,0.13040364,original,0.3,0.0
38785,0.16985676,original,0.3,0.0
38786,0.8500536,original,0.3,1.0
38787,0.12568168,original,0.3,0.0
38788,0.91239274,original,0.3,1.0
38789,0.90453047,original,0.3,1.0
38790,0.11397059,original,0.3,0.0
38791,0.17508043,original,0.3,0.0
38792,0.8847772,original,0.3,1.0
38793,0.93739283,original,0.3,1.0
38794,0.07587317,original,0.3,0.0
38795,0.10146677,original,0.3,0.0
38796,0.8864315,original,0.3,1.0
38797,0.9050589,original,0.3,1.0
38798,0.13854933,original,0.3,0.0
38799,0.17033549,original,0.3,0.0
38800,0.07553233,original,0.3,0.0
38801,0.7726295,original,0.3,1.0
38802,0.07841223,original,0.3,0.0
38803,0.8420803,original,0.3,1.0
38804,0.064882055,original,0.3,0.0
38805,0.20531558,original,0.3,0.0
38806,0.10880822,original,0.3,0.0
38807,0.08912378,original,0.3,0.0
38808,0.14841071,original,0.3,0.0
38809,0.13786381,original,0.3,0.0
38810,0.8623928,original,0.3,1.0
38811,0.88396525,original,0.3,1.0
38812,0.8575368,original,0.3,1.0
38813,0.13138404,original,0.3,0.0
38814,0.088936135,original,0.3,0.0
38815,0.11286765,original,0.3,0.0
38816,0.2575521,original,0.3,0.0
38817,0.14853324,original,0.3,0.0
38818,0.11997166,original,0.3,0.0
38819,0.80795807,original,0.3,1.0
38820,0.9352022,original,0.3,1.0
38821,0.13859911,original,0.3,0.0
38822,0.094695926,original,0.3,0.0
38823,0.8665901,original,0.3,1.0
38824,0.080828734,original,0.3,0.0
38825,0.08936504,original,0.3,0.0
38826,0.1430645,original,0.3,0.0
38827,0.8759459,original,0.3,1.0
38828,0.1479473,original,0.3,0.0
38829,0.06785769,original,0.3,0.0
38830,0.919738,original,0.3,1.0
38831,0.14811197,original,0.3,0.0
38832,0.8714614,original,0.3,1.0
38833,0.8518229,original,0.3,1.0
38834,0.8471316,original,0.3,1.0
38835,0.84994256,original,0.3,1.0
38836,0.14304535,original,0.3,0.0
38837,0.87269837,original,0.3,1.0
38838,0.13911994,original,0.3,0.0
38839,0.15124466,original,0.3,0.0
38840,0.24019988,original,0.3,0.0
38841,0.13768382,original,0.3,0.0
38842,0.8561696,original,0.3,1.0
38843,0.87269455,original,0.3,1.0
38844,0.89410233,original,0.3,1.0
38845,0.15706955,original,0.3,0.0
38846,0.09568399,original,0.3,0.0
38847,0.22795266,original,0.3,0.0
38848,0.07102865,original,0.3,0.0
38849,0.87084866,original,0.3,1.0
38850,0.8568513,original,0.3,1.0
38851,0.16338849,original,0.3,0.0
38852,0.8510072,original,0.3,1.0
38853,0.22501531,original,0.3,0.0
38854,0.07274051,original,0.3,0.0
38855,0.15132506,original,0.3,0.0
38856,0.24516314,original,0.3,0.0
38857,0.84951746,original,0.3,1.0
38858,0.8338542,original,0.3,1.0
38859,0.7518651,original,0.3,1.0
38860,0.8744333,original,0.3,1.0
38861,0.07315411,original,0.3,0.0
38862,0.15083104,original,0.3,0.0
38863,0.1468214,original,0.3,0.0
38864,0.17322688,original,0.3,0.0
38865,0.8502375,original,0.3,1.0
38866,0.19302237,original,0.3,0.0
38867,0.10616958,original,0.3,0.0
38868,0.14224495,original,0.3,0.0
38869,0.1323606,original,0.3,0.0
38870,0.13152574,original,0.3,0.0
38871,0.8711551,original,0.3,1.0
38872,0.8648744,original,0.3,1.0
38873,0.11549096,original,0.3,0.0
38874,0.1755668,original,0.3,0.0
38875,0.8624923,original,0.3,1.0
38876,0.8718061,original,0.3,1.0
38877,0.85712326,original,0.3,1.0
38878,0.07325368,original,0.3,0.0
38879,0.058930762,original,0.3,0.0
38880,0.08165595,original,0.3,0.0
38881,0.10952436,original,0.3,0.0
38882,0.059662227,original,0.3,0.0
38883,0.9316904,original,0.3,1.0
38884,0.14161688,original,0.3,0.0
38885,0.12850413,original,0.3,0.0
38886,0.21325445,original,0.3,0.0
38887,0.10995328,original,0.3,0.0
38888,0.87950367,original,0.3,1.0
38889,0.13569623,original,0.3,0.0
38890,0.10909161,original,0.3,0.0
38891,0.8726524,original,0.3,1.0
38892,0.09453126,original,0.3,0.0
38893,0.10314415,original,0.3,0.0
38894,0.9147595,original,0.3,1.0
38895,0.08310739,original,0.3,0.0
38896,0.9374541,original,0.3,1.0
38897,0.10931373,original,0.3,0.0
38898,0.8938496,original,0.3,1.0
38899,0.18384652,original,0.3,0.0
38900,0.057701442,original,0.3,0.0
38901,0.15659851,original,0.3,0.0
38902,0.8394685,original,0.3,1.0
38903,0.14049864,original,0.3,0.0
38904,0.8008579,original,0.3,1.0
38905,0.14756434,original,0.3,0.0
38906,0.08393842,original,0.3,0.0
38907,0.14925705,original,0.3,0.0
38908,0.15320542,original,0.3,0.0
38909,0.8893536,original,0.3,1.0
38910,0.17189032,original,0.3,0.0
38911,0.15739125,original,0.3,0.0
38912,0.103151806,original,0.3,0.0
38913,0.10127911,original,0.3,0.0
38914,0.8521178,original,0.3,1.0
38915,0.18076363,original,0.3,0.0
38916,0.1651846,original,0.3,0.0
38917,0.109057136,original,0.3,0.0
38918,0.11159238,original,0.3,0.0
38919,0.11888021,original,0.3,0.0
38920,0.17260264,original,0.3,0.0
38921,0.8967333,original,0.3,1.0
38922,0.09479933,original,0.3,0.0
38923,0.793436,original,0.3,1.0
38924,0.8822993,original,0.3,1.0
38925,0.17091376,original,0.3,0.0
38926,0.07658931,original,0.3,0.0
38927,0.21377909,original,0.3,0.0
38928,0.111420035,original,0.3,0.0
38929,0.16985296,original,0.3,0.0
38930,0.24471891,original,0.3,0.0
38931,0.14731924,original,0.3,0.0
38932,0.9315602,original,0.3,1.0
38933,0.86525357,original,0.3,1.0
38934,0.13379289,original,0.3,0.0
38935,0.17637484,original,0.3,0.0
38936,0.20819548,original,0.3,0.0
38937,0.06946998,original,0.3,0.0
38938,0.86322,original,0.3,1.0
38939,0.13404182,original,0.3,0.0
38940,0.18129979,original,0.3,0.0
38941,0.8185011,original,0.3,1.0
38942,0.14244026,original,0.3,0.0
38943,0.13593367,original,0.3,0.0
38944,0.18487285,original,0.3,0.0
38945,0.81727177,original,0.3,1.0
38946,0.13110831,original,0.3,0.0
38947,0.07978707,original,0.3,0.0
38948,0.10454963,original,0.3,0.0
38949,0.22322688,original,0.3,0.0
38950,0.1146561,original,0.3,0.0
38951,0.17727482,original,0.3,0.0
38952,0.083731614,original,0.3,0.0
38953,0.14553845,original,0.3,0.0
38954,0.9250344,original,0.3,1.0
38955,0.20511259,original,0.3,0.0
38956,0.14406785,original,0.3,0.0
38957,0.105813414,original,0.3,0.0
38958,0.11225873,original,0.3,0.0
38959,0.1367226,original,0.3,0.0
38960,0.1615579,original,0.3,0.0
38961,0.09482232,original,0.3,0.0
38962,0.09067479,original,0.3,0.0
38963,0.8687845,original,0.3,1.0
38964,0.8722311,original,0.3,1.0
38965,0.11954274,original,0.3,0.0
38966,0.89107686,original,0.3,1.0
38967,0.85538834,original,0.3,1.0
38968,0.11460632,original,0.3,0.0
38969,0.12672718,original,0.3,0.0
38970,0.14127603,original,0.3,0.0
38971,0.14083946,original,0.3,0.0
38972,0.19028415,original,0.3,0.0
38973,0.08172105,original,0.3,0.0
38974,0.077355236,original,0.3,0.0
38975,0.08931527,original,0.3,0.0
38976,0.8963465,original,0.3,1.0
38977,0.1745749,original,0.3,0.0
38978,0.14602098,original,0.3,0.0
38979,0.12698378,original,0.3,0.0
38980,0.11864277,original,0.3,0.0
38981,0.11750536,original,0.3,0.0
38982,0.084172025,original,0.3,0.0
38983,0.13483456,original,0.3,0.0
38984,0.06393612,original,0.3,0.0
38985,0.171178,original,0.3,0.0
38986,0.24870558,original,0.3,0.0
38987,0.14764094,original,0.3,0.0
38988,0.059072457,original,0.3,0.0
38989,0.14459252,original,0.3,0.0
38990,0.8316828,original,0.3,1.0
38991,0.8916667,original,0.3,1.0
38992,0.13453585,original,0.3,0.0
38993,0.9092065,original,0.3,1.0
38994,0.13257124,original,0.3,0.0
38995,0.15156633,original,0.3,0.0
38996,0.15561429,original,0.3,0.0
38997,0.85531175,original,0.3,1.0
38998,0.9382468,original,0.3,1.0
38999,0.14607844,original,0.3,0.0
39000,0.8104895,original,0.3,1.0
39001,0.1276846,original,0.3,0.0
39002,0.13902804,original,0.3,0.0
39003,0.9297488,original,0.3,1.0
39004,0.12109375,original,0.3,0.0
39005,0.8885379,original,0.3,1.0
39006,0.13021983,original,0.3,0.0
39007,0.16613053,original,0.3,0.0
39008,0.86014855,original,0.3,1.0
39009,0.07060739,original,0.3,0.0
39010,0.1077091,original,0.3,0.0
39011,0.07805224,original,0.3,0.0
39012,0.23475032,original,0.3,0.0
39013,0.21168429,original,0.3,0.0
39014,0.8526961,original,0.3,1.0
39015,0.14648055,original,0.3,0.0
39016,0.83048016,original,0.3,1.0
